""	0
philanthropic work	9441
philanthropist	9442
philanthropy	9443
philosopher	9444
philosophy	9445
philosophy of biology	9446
philosophy of religion	9447
philosophy of science	9448
philosophy of technology	9449
philosophy should engage in humanistic dialogue with natural sciences	9450
photographer Rowland Kirishima	9451
photography	9452
physical organic chemistry	9453
physician	9454
physicist	9455
physics	9456
physics demonstrations	9457
pianist	9458
piano	9459
piety	9460
pilot episode of Sliders	9461
pilot for Mission Aviation Fellowship	9462
pilot training	9463
pilot's license	9464
pinch hitter	9465
pioneer in the aluminum industry	9466
pioneer in the field of African anthropology	9467
pioneer in the field of African history	9468
pioneering online media streaming and simulcasting	9469
pitcher/utility player in Major League Baseball	9470
pitching in relief	9471
place in final squad for 2012 ICC World Twenty20	9472
plant collector	9473
plant taxonomist	9474
planter	9475
plants and their medicinal properties in Hortus Malabaricus	9476
played complete Chopin Etudes	9477
played hymns by ear on piano	9478
played no List A cricket	9479
played no T20 cricket	9480
played no U-19 cricket	9481
played no first-class cricket	9482
played on all Kansas albums	9483
played with Alice Cooper's backing band	9484
player-coach	9485
playing Derek Warfield's channel was same as playing speeches of Osama bin Laden on trans-Atlantic Arabian airline	9486
playing a variety of games	9487
playing in 1985 Ashes series in England	9488
playing in preliminary finals for seven consecutive years	9489
playing keyboards	9490
playoffs for the first time in franchise history	9491
plays	9492
plays glockenspiel	9493
playwright	9494
plumbing	9495
pneumonia	9496
pneumonia complicated by asthmatic bronchitis	9497
poet	9498
poetic interpretations	9499
poetry	9500
pole vault	9501
police drama series	9502
political activist	9503
political candidate	9504
political commentator	9505
political figure	9506
political figure in Quebec	9507
political in "Pokhran-II" nuclear tests	9508
political scientist	9509
political thriller	9510
political vanguard for white nationalist revolution in United States	9511
politically themed	9512
politician	9513
politics	9514
poor batsman	9515
pop culture	9516
pop figurative painter Alex Katz	9517
pop-jazz singer	9518
popular dance band leader	9519
popular figure in the racing world	9520
popular film series	9521
popular leading man in silent films	9522
popular recording artist	9523
popular science books on physics	9524
popular speaker at corporate and academic events	9525
popularizer of physics	9526
populist aspects of William Jennings Bryan	9527
portrait of barrister Charles Waterstreet	9528
portrayal of Edna Garrett	9529
positioning Kerala as "God's own country"	9530
positive lyrics	9531
positivist contemporaries	9532
post-bop jazz recordings	9533
post-retirement appointment	9534
pot drums	9535
potato to the British Isles	9536
pouring freezing-cold liquid nitrogen in mouth	9537
power forward/center	9538
powerful and emotive vocal style	9539
powerful images	9540
practice spill on 500 cc Moto Guzzi	9541
pre-colonial history	9542
pre-judgements of his talent	9543
pregnancy	9544
prelate	9545
prelate of the Roman Catholic Church in the United States	9546
present	9547
president and owner of Cavalier Manufacturing	9548
president of Bath National Bank	9549
president of Clapp & Jones	9550
president of Edmonton Board of Trade	9551
president of Grand Trunk Railway	9552
president of HCJB World Radio	9553
president of Roll International Corporation	9554
president of Smith College	9555
president of Southern Pacific Railway Company	9556
president of the Grand Trunk Railway	9557
previously undiscovered public knowledge	9558
priest	9559
priest in 1826	9560
priestly office	9561
primitive creatures	9562
principal media spokesperson during ministry	9563
printmaker	9564
printmaking	9565
prior Assembly for North Down	9566
prior season	9567
prior to 1883 season	9568
prisoner of war	9569
private hospital for handicapped young girls at Château de Vert-Cœur	9570
private residences	9571
private security firm	9572
private security operations in Afghanistan	9573
private tutors	9574
privately held company	9575
privilege of being coached and mentored by renowned Olympic medalist swimmers from around the world	9576
probation officer	9577
process of gastrulation in chick embryos	9578
producer	9579
production of some of the earliest British recordings	9580
production of some of the earliest British recordings including those of Jack Hylton	9581
production of some of the most successful British recordings of the era	9582
professional baseball pitcher	9583
professional baseball player	9584
professional basketball player	9585
professional career in music	9586
professional football	9587
professional football player	9588
professional footballer	9589
professional golfer	9590
professional ice hockey team	9591
professional lacrosse midfielder	9592
professional life	9593
professional racecar driver	9594
professional racing driver	9595
professional rugby league footballer	9596
professional rugby league player	9597
professional swimmer	9598
professor	9599
professor at School of Visual Arts	9600
professor at the University of Calicut	9601
professor emeritus of library and information science	9602
professor of English literature at Harvard University	9603
professor of botany	9604
professor of history	9605
professor of philosophy	9606
professor of physiology	9607
programme director with ABC Television	9608
prolific author	9609
prolific collector of plants	9610
prolific mathematician at Earl's house	9611
prolific researcher	9612
prolific writer	9613
prolific writer and researcher	9614
prolonged period of success under Tom Izzo	9615
prominent Portland pioneer	9616
prominent citizen	9617
prominent leader of the Indian National Congress	9618
prominent leader of the Pakistan Muslim League (Nawaz)	9619
prominent member of Ibadan School of History	9620
prominent merchant	9621
prominent physician	9622
promoting bilateral relations between Pakistan and China	9623
promotion of art and culture	9624
promotion of tolerance and unity within the hardcore scene	9625
promotion with Tours	9626
prop	9627
property developer in Canada	9628
property law	9629
prophetic statement before Titanic collision	9630
prospector/miner in Alaska	9631
prosthetic eye	9632
protect rights of victims of domestic violence	9633
protect rights of victims of sexual assault	9634
protection of presidential candidates by United States Secret Service	9635
protectorate state under India	9636
province of New Brunswick	9637
provincial government's policy of centralization	9638
provincial swimming competitions	9639
pseudonym Gerald Wiley	9640
psychologism	9641
psychologism school	9642
psychology	9643
public education	9644
public schools	9645
public servant	9646
public service	9647
public transportation	9648
publication of research papers and books on Hortus Malabaricus	9649
pulmonary congestion	9650
punk fashion movement of the late 1970s and early 1980s	9651
punk politics	9652
punk rock band	9653
punk rock supergroup	9654
punter	9655
pursue an acting career	9656
pushing other riders' bikes to the start line	9657
quarter-finals of the European Cup	9658
quarterbacks coach	9659
quarterbacks coach at University of Georgia	9660
queen consort in Asia	9661
queen consort of Sikkim	9662
quick defender	9663
quickness	9664
quietly in his sleep	9665
quintet to trio by 1967	9666
racing in 1947	9667
radical politics	9668
radicals	9669
radio actor	9670
radio host	9671
radio personality	9672
radio programs	9673
railroad business	9674
railway clerk	9675
rank of 9 dan	9676
rank of Brigadier-General in Singapore Armed Forces	9677
rapidly declined after heroin addiction	9678
rational egoism	9679
razors	9680
reaction of radicals with other molecules	9681
ready-to-wear clothing	9682
ready-to-wear show featured white-clad models drifting around a sterile-white sphere	9683
real estate	9684
real estate agent	9685
real estate business after politics	9686
real estate investor	9687
rear shelf of Charles de Gaulle's car on 22 August 1962	9688
reason as the only means of acquiring knowledge	9689
rebounding prowess	9690
receiving gifts	9691
reckless discharge of a weapon while safely back on base	9692
reconstructionist history	9693
record fifth Olympiad	9694
record for most wickets taken in a series without taking 10 wickets in a match	9695
record producer	9696
record studio in his garage	9697
recording artist	9698
recording demos in New York	9699
recording of Bradley's Barn album	9700
recordings as sideman	9701
recordings of "The Complete Ghost Stories of M. R. James"	9702
rector	9703
recurring role of roommates' physician Dr. Melnitz	9704
redressal of public grievances	9705
reduce Illinois prison population	9706
reduce air pollution	9707
reduce traffic congestion	9708
reduced on appeal	9709
reelection	9710
referendum on sovereignty-association	9711
reform Illinois bail system	9712
refusing to use the Prussian Union agenda	9713
regent for Honoré III	9714
regent of Eastern Wei	9715
region of Fumbina for Fulani colonisation	9716
regional director for corrections	9717
regular in "Archie Bunker's Place"	9718
regular member of South Sydney Rabbitohs team from 1985 to 1988	9719
regular season crown following 2006-07 season	9720
regular season title with Oswego State in 2002-03	9721
regular starter by 1940	9722
rehearsing and recording debut album	9723
reigning American Olympic champion	9724
reincarnation of the Second Dalai Lama	9725
reinforced concrete in the Midlands	9726
reinventing the Savile Row suit in the 1960s	9727
relationship between art and nature	9728
relative of Nodar Kumaritashvili	9729
relative reactivity of different radicals	9730
relatively non-controversial plays	9731
religion	9732
religious	9733
religious leader	9734
reluctant politician	9735
remission of sins	9736
renowned freediving specialist	9737
renowned preacher	9738
rep	9739
repertory theatre	9740
replicate Nirmithi Kendras in every district of the country	9741
reporter	9742
representative honours in rugby union	9743
rescuing the wounded man	9744
rescuing wounded man	9745
research and analysis on mutual funds	9746
research and analysis on other investments	9747
research and analysis on the stock market	9748
research and publications around Hortus Malabaricus	9749
research in computer graphics	9750
research in computer vision	9751
research in robotics	9752
research scientist	9753
reserve fielder as pitcher	9754
residential care facility named after Al Hogg	9755
resignation of Silvio Berlusconi	9756
retired American basketball player	9757
retired military officer	9758
returner	9759
revive Bertram Deacon	9760
revive Spanish literature	9761
reviving Givenchy's fortunes	9762
revolution	9763
revolutionary ideas of the time	9764
rhythm and blues	9765
rhythm and blues music	9766
rhythm and blues singer	9767
rhythm guitar	9768
rhythm guitarist	9769
right back	9770
right eye	9771
right field	9772
right fielder	9773
right hand	9774
right winger	9775
right-arm fast-medium bowler	9776
right-arm medium-pace bowler	9777
right-arm off-spinner	9778
right-arm roundarm fast bowler	9779
right-handed	9780
right-handed batsman	9781
right-handed pitcher	9782
right-sided midfielder	9783
rights of African women	9784
rights of children	9785
rights of children in Sikkim	9786
rights of farmers	9787
rights of tribal people of Odisha	9788
rights of women	9789
rights of women in Sikkim	9790
rights of workers and immigrants	9791
rise of Turkish football	9792
rival Northern Zhou	9793
roadwork following track-style fast cornering	9794
robotics	9795
rock and roll	9796
rock and roll singer	9797
rock and roll/rhythm and blues singer and songwriter	9798
rock band Kansas	9799
rock climbing	9800
roles in NBC-TV series "Island Son"	9801
roles in NBC-TV series "Matlock"	9802
roles in NBC-TV series "The Charmings"	9803
romantic comedy	9804
romantic lead	9805
romantic realism	9806
roots-rock troubadour	9807
rover	9808
royal demesne	9809
royal village of Lobamba	9810
ruckman	9811
rugby union	9812
ruined	9813
runner Pop Snyder at second base	9814
runners-up to D-III national title in 2002-03	9815
running back	9816
running backs	9817
running backs coach at University of Georgia	9818
running backs coach at University of Georgia in 2014	9819
running backs coach at University of South Carolina	9820
running mate for first of William Jennings Bryan's three Democratic presidential nominations	9821
rural Alberta	9822
rural development	9823
satirical edge	9824
satirical short story	9825
satirical sketch series	9826
saw it as a land of opportunity	9827
scathing critic of Spanish theatre in 1920s and 1930s	9828
scholar	9829
scholarship in medicine	9830
school	9831
school choice	9832
school principal	9833
school's all-time leader in points	9834
school's all-time leader in steals	9835
schoolboy bully on an episode of ABC's "The Rifleman"	9836
schoolboy level	9837
schools	9838
schools in New York City	9839
science administrator	9840
science fiction and fantasy writer	9841
science fiction novels	9842
sciences	9843
scientific circle of the Virginia Company of London	9844
scientific expedition to Bokhara	9845
scientific field	9846
scientific revolution of the 17th century	9847
scientist	9848
scoldings or warnings	9849
scout for Cincinnati Bengals	9850
scout for the Chicago Bears	9851
scout for the Houston Rockets	9852
screen	9853
screenplay for the film Mamma Mia!	9854
screenwriter	9855
script for the musical Mamma Mia!	9856
sculptor	9857
sculpture	9858
sculptures	9859
sea	9860
seal	9861
season 2 episode "Gillian of the Spirits"	9862
season three of Petticoat Junction	9863
season-long points competition	9864
seasons four to seven of Petticoat Junction	9865
seat for Madawaska County	9866
seat in Munster constituency	9867
second all-time in Major League history	9868
second base	9869
second camp for 2010 World Championships	9870
second half of the 19th century	9871
second in European Superstock 600 Championship	9872
second most listened-to radio talk show in the country	9873
second overall in Euro F3000 in 2001	9874
second place	9875
second round	9876
second round of 1963 NFL Draft	9877
second round of 1970 NBA draft	9878
second round of the 2004 NBA draft	9879
second row	9880
second stint in Australia	9881
second team All-Patriot League honors in 2003	9882
second wife of Louis VI	9883
second-fastest ever	9884
second-longest-serving senator in American history	9885
second-most decorated swimmer of either gender in World Championship history	9886
secretary of Anthony Joseph Dimond	9887
secretary of fledgling company	9888
security consultant	9889
select tour dates through early 2014	9890
selection camp for 2010 World Championships	9891
selection of prisoners for gas chambers	9892
self-titled fourth album in 2015	9893
semi-final at Hampden against Hearts	9894
semi-finals in women's 100-metre breaststroke at 2012 Summer Olympics	9895
semi-finals of UEFA Euro 2016	9896
seminal 1987 paper on sustainable transport	9897
senior	9898
senior British Air Force commander	9899
senior Royal Air Force commander	9900
senior US National Team	9901
senior citizen's home	9902
senior season	9903
senior software engineer at Google	9904
sensitive interpretations	9905
sequel to "Porridge"	9906
sequence of strata	9907
sergeant	9908
serial "Mawdryn Undead"	9909
series of lithographs at Tamarind Lithography Workshop	9910
serious foot injury	9911
served as frontwoman of Dragonette	9912
session musician	9913
settle Hilda Beemer Kuper at the royal village of Lobamba	9914
settlement of the Huaorani	9915
seven	9916
seven Final Four appearances	9917
seven acclaimed albums	9918
seven batters	9919
seven decades	9920
seven times	9921
seven years	9922
seventeen Top 10 singles on UK Singles Chart	9923
seventeen episodes of "The Adventures of Black Beauty"	9924
seventy reconnaissance combat missions	9925
several 1950s television series	9926
several Beau Brummels revivals	9927
several Dockerty Cup triumphs	9928
several EPs	9929
several albums	9930
several albums as a leader	9931
several albums of The Rascals	9932
several albums of popular songs	9933
several books and publications	9934
several books on computer programming	9935
several books on religious and social topics	9936
several books on software engineering	9937
several ensembles	9938
several episodes of The Rifleman	9939
several hardcore punk bands	9940
several initiatives to promote racial equality	9941
several legal reference books	9942
several local bands during teenage years	9943
several more albums over the next decade	9944
several other locations in the army	9945
several personal problems	9946
several plays	9947
several plays and films	9948
several schools	9949
several screenplays	9950
several short stories	9951
several shorts and documentaries	9952
several singles	9953
several solo albums	9954
several splits	9955
several textbooks on physics	9956
several years	9957
severe form of spina bifida	9958
severely during rescue attempt	9959
severely wounded in rescue attempt	9960
sexual relationship with a subordinate	9961
shallow bowl-like shape	9962
shelter outside the Warsaw Ghetto	9963
shelter to Jewish children	9964
shipbuilding firm	9965
shoemaking	9966
shooting attack	9967
shooting attack on a bus	9968
shooting by Eden Natan-Zada	9969
shooting outside jump shot	9970
shops	9971
short film	9972
short periods of time during recording "Gold Medal"	9973
short stories	9974
short story "Knapsack Poems"	9975
short-lived	9976
shortly after 1983	9977
shortly after April 1998	9978
shortly after Bryan's second nomination in 1900	9979
shortly after finishing college career at Bowling Green	9980
shortly before Anne de Gaulle's birth	9981
shortstop	9982
shoulder injury	9983
shoulder injury in 1964–65 offseason	9984
shoulder problem	9985
side career as rock climber	9986
sieges	9987
significant experience before match vs Belgium	9988
silent film era	9989
silent films	9990
silver medal in the 200-metre breaststroke at the 2011 Canadian Swimming Championships	9991
silver medal in the women's 200-metre breaststroke at the 2010 Summer Youth Olympics	9992
similar councils in all 14 districts of Kerala	9993
similar success against other countries	9994
since 1297	9995
since 1975	9996
since 1995	9997
since 2001	9998
since 2005	9999
sing in a "whining" style	10000
sing-a-long choruses	10001
singer	10002
singer and actress	10003
singer and performer	10004
singer for Bane	10005
singer-songwriter	10006
singer/guitarist/songwriter/producer	10007
singing competition show	10008
singing hymns	10009
single seaters	10010
single-figure handicap golfer	10011
single-seaters	10012
sinking of RMS Titanic	10013
sister	10014
sister of Terence Michael Alderman	10015
six	10016
six NCAA tournament appearances with Clarkson	10017
six World Series titles	10018
six books at 25 years old	10019
six division titles	10020
six league championships	10021
six studio albums with Fall Out Boy	10022
six-way tie for sixth place for most listeners among talk shows	10023
sixth best album in 2006	10024
size of the faculty at Smith College	10025
sled	10026
slow left-arm orthodox	10027
small college	10028
small local institution	10029
small screen	10030
smaller non-comic roles in films	10031
smooth jazz	10032
smooth jazz recordings	10033
smuggling them out of Warsaw Ghetto	10034
soccer	10035
soccer midfielder-defender	10036
social and health assistant	10037
social anthropologist	10038
social club for Mexican-American bikers	10039
social justice	10040
social welfare initiatives	10041
social worker	10042
socialite	10043
sociologist	10044
sociology	10045
softball ranks in Chicago	10046
software engineer	10047
software engineer at Microsoft	10048
soil and water conservation through traditional methods	10049
soldat de 2e classe	10050
soldier	10051
sole band member of Mono Band	10052
solicitor	10053
solo artist	10054
solo career	10055
some Aristotelians	10056
some English	10057
some Nyingmapa tantric doctrines	10058
some credit for PGA Tour purse growth	10059
some episodes of BBC's "Look and Read"	10060
some gifts	10061
some other states	10062
some two dozen other Żegota members	10063
son	10064
son of Amyntor	10065
son of Roy Beggs	10066
son of Thutmose III	10067
son of a weaver	10068
song	10069
songs	10070
songwriter	10071
songwriter of Dragonette	10072
songwriter of the band Winger	10073
songwriting	10074
sons of seamen	10075
sophisticated	10076
sophomore year	10077
sound	10078
sound engineer	10079
sound engineer and producer at Decca label	10080
sound engineer for British branch of Columbia Graphophone Company	10081
sound films in early 1930s	10082
sound transport pricing	10083
soundtrack to "Uptown Girls"	10084
soundtrack to Konami's video game	10085
sous-lieutenant	10086
south-eastern part of Poland	10087
southeast China	10088
southern New South Wales city	10089
southern Philippines	10090
space-age minimalism	10091
speaker for National Alliance on Mental Illness	10092
speaking agency Military Speakers	10093
spearfishing	10094
special teams coordinator	10095
special teams coordinator for the Pittsburgh Steelers	10096
specialization in pedagogic graphic design	10097
speed	10098
spin-off series of General Hospital	10099
spiritual adviser	10100
splinter group of Pakistan Muslim League	10101
sports	10102
sports analyst	10103
sports car racing	10104
sports journalist after retirement	10105
sportscaster	10106
spot starter and reliever	10107
spread quickly	10108
spring 2008	10109
spring training in 1942	10110
spy thriller	10111
staffer for St. Louis Board of Aldermen President Lewis Reed	10112
stage	10113
stage actress	10114
stage manager	10115
stage productions	10116
staging demonstration movement against military coup d'état	10117
stars	10118
start collecting shells	10119
starting pitcher in Major League Baseball	10120
state Supreme Court commissioner	10121
state level in India	10122
state of Alaska	10123
state of Jin	10124
state of Jin in the Battle of Bi	10125
state of Penang	10126
state of Qin	10127
state title in 1968	10128
state-wide system of public schools	10129
stated income loans	10130
statesman	10131
statism	10132
step-daughter	10133
sticking hand in molten lead	10134
stock off-spinner	10135
stockbroker	10136
stonemason	10137
store	10138
stories	10139
story not true	10140
strategic IP transactions	10141
strategic failure	10142
stratigraphy	10143
streetwear-inspired silhouettes	10144
striker	10145
striking the head with a mallet	10146
strong	10147
strong advocate for rights of the disabled	10148
strong and effective	10149
strong arm	10150
strong defender	10151
strong for a while	10152
strong opinions	10153
strong ruler	10154
strong throwing arm	10155
strongest minor league baseball club of the 19th century	10156
struck out	10157
student assistant on Arizona State football team's staff	10158
studio of audiovisual graphic arts	10159
study and perform in Europe	10160
study of African cultures and societies	10161
study of conodonts	10162
study of layers of sedimentary rocks	10163
study of low-temperature physics	10164
study of the flora of the Western Ghats	10165
stylish rider	10166
suave debonair leading men	10167
subprime loans	10168
subprime mortgage crisis	10169
subtle background to musical passage	10170
suburbs of Boston	10171
suburbs of Chicago	10172
successful actress	10173
successful bets	10174
successful businessman	10175
successful campaigns against neighboring Bantu-speaking peoples	10176
successful campaigns in the Near East	10177
successful compilation album	10178
successful military leadership	10179
successful nuclear tests "Chagai-I" in 1998	10180
successful recording artist	10181
successful shipbuilder	10182
successor of Thutmose III	10183
summer 1839	10184
summer 2012	10185
summer of 1995	10186
support of working class	10187
supporting player	10188
supposed healing and prognostic powers	10189
surveyor	10190
suspected of throwing	10191
suspected of throwing in 1958-59 Ashes series	10192
sustainable transport policies and projects	10193
sustainable transport solutions	10194
sustainable transportation	10195
swim-off with Alia Atkinson in women's 100-metre breaststroke at 2012 Summer Olympics	10196
swimmer	10197
symphonies	10198
system based on recognizing individual rights	10199
tackling English-supporting ground invader rashly	10200
tackling incident	10201
tailor	10202
taken a leader fall	10203
taking cyanide capsule	10204
talent management firm Ken-On	10205
talents for stage performance	10206
talk show	10207
tall and blond	10208
tape	10209
tapestries	10210
tax burden	10211
taxiing airliner	10212
taxonomist	10213
teacher	10214
teacher after retirement	10215
teacher in Magdeburg	10216
teacher in Sachsa bei Nordhausen	10217
teaching post at UCLA	10218
team leader	10219
team manager	10220
teams of four on Norton 500s over Skiddaw	10221
technical in "Pokhran-II" nuclear tests	10222
technology	10223
teen drama	10224
teen drama film	10225
television	10226
television actress	10227
television broadcasting deal of 1997	10228
television broadcasting deal of 2001	10229
television broadcasting deal of 2005	10230
television commercials	10231
television content	10232
television drama and films	10233
television drama series Kaze no Naka no Shōjo	10234
television dramas	10235
television episodes on other shows after 1960	10236
television film Gia	10237
television films	10238
television movie	10239
television personality	10240
television presenter	10241
television producer	10242
television production facility at Southern	10243
television programs	10244
television role on Sliders	10245
television screenwriter	10246
television series	10247
television series Gokusen	10248
television series Hanazakari no Kimitachi e	10249
television series Leave It to Beaver	10250
television series Petticoat Junction	10251
television series The Protectors	10252
television series The Real McCoys	10253
television series programs	10254
television set	10255
television shows	10256
tell the story as it is	10257
tells personal anecdotes	10258
temperance movement	10259
ten	10260
ten lithographs	10261
ten top-ten singles	10262
tenacity	10263
tendonitis	10264
tenures as manager of Chicago White Sox	10265
tenures as manager of Oakland Athletics	10266
tenures as manager of St. Louis Cardinals	10267
tenures as manager of the Chicago White Sox	10268
tenures as manager of the Oakland Athletics	10269
tenures as manager of the St. Louis Cardinals	10270
terracotta	10271
terror attack by Eden Natan-Zada	10272
test cricket	10273
textiles	10274
that Robert Holgate had children by Barbara Wentworth	10275
the 15th Ganden Tripa	10276
the 56-gun "Superbe"	10277
the Americas	10278
the Aro and the slave trade	10279
the Beaver's best friend	10280
the Cabinet	10281
the Companion Cavalry	10282
the General Assembly	10283
the Green Nation	10284
the Huaorani	10285
the Netherlands	10286
the New School	10287
the Norse god of mischief	10288
the Pitchfork Music Festival	10289
the Rolling Stones	10290
the Spring and Autumn period of ancient China	10291
the Third Dalai Lama	10292
the United States	10293
the X-Ray	10294
the army	10295
the art and science of history in Africa	10296
the arts	10297
the band's drummer in 2004	10298
the bar	10299
the beach	10300
the blood of Jesus Christ	10301
the book for the musical Mamma Mia!	10302
the concept of the Eucharist	10303
the course of Richard Michael "Kip" Carpenter's career	10304
the dearest of all the king's friends	10305
the empire created by his predecessors	10306
the environment	10307
the first Archbishop of the Archdiocese of New York	10308
the first MEP to be jailed for expenses fraud	10309
the first Norwegian painter to reach a level of artistic accomplishment comparable to the greatest European artists of his day	10310
the first Pharaoh to have crossed the Euphrates River	10311
the first emperor of Northern Qi	10312
the first great Romantic painter in Norway	10313
the first great romantic painter in Norway	10314
the first to be created Dalai Lama	10315
the fourth Bishop of the Archdiocese of New York	10316
the fourth athlete to have died during Winter Olympics preparations	10317
the fourth cataract of the Nile in Nubia	10318
the greatest monarch of the New Kingdom of Egypt	10319
the highest and most prestigious award for gallantry in the face of the enemy	10320
the highest and most prestigious award for gallantry in the face of the enemy awarded to British and Commonwealth forces	10321
the highest honor of the society	10322
the killing event	10323
the largest empire Egypt had ever seen	10324
the last ruler of the state of Chu	10325
the most in Georgia history	10326
the present day	10327
the public	10328
the reincarnation of Gendun Gyatso	10329
the ritual of consuming bread and wine in remembrance of Jesus' death	10330
the second son of Gao Huan	10331
the seventh athlete to die in either a Summer or Winter Olympic Games	10332
the sixth Pharaoh of the Eighteenth Dynasty	10333
the sixth pharaoh of the eighteenth dynasty	10334
the state of Yong	10335
theater	10336
theatre	10337
theatre costumes	10338
theatre designer	10339
theatre production company in 1950s	10340
theatre sets	10341
theatrical films	10342
theatrical language and form	10343
their final album "Don't Wait Up"	10344
their first US tour	10345
their first-base play in 1882	10346
their own record label	10347
theologian	10348
theology	10349
theoretical work of de Broglie	10350
theory of continental drift	10351
thermionics	10352
they still plan to tour	10353
thin sheet of animal skin	10354
think tank	10355
third	10356
third Governor of Alaska Territory	10357
third Opening Day shutout	10358
third Prime Minister of Singapore	10359
third all-time in Major League history	10360
third baseman	10361
third in European Superstock 600 Championship	10362
third in FIA GT Championship in 1999	10363
third in NFL kickoff coverage in 2003	10364
third place	10365
third tier of French league	10366
third-longest-serving member of Congress	10367
third-party ownership of players	10368
thirty years	10369
three	10370
three FA Cups with Arsenal	10371
three Major League Lacrosse championships	10372
three NBA championship rings with Boston Celtics	10373
three National League championships	10374
three World Series titles	10375
three children	10376
three concerts	10377
three consecutive American League championships from 1988 to 1990	10378
three consecutive NFL championships	10379
three consecutive Scottish Premier League titles	10380
three distinct regions of the embryo	10381
three episodes of "The New Leave It to Beaver"	10382
three events	10383
three full-length albums	10384
three germ layers of the embryo	10385
three gold medals in the medical school	10386
three hundred dollars for beating and breaking bones of Duff Green	10387
three months after retirement in 2011	10388
three months of hardest air combat ever undertaken by the IJNAF	10389
three pennants	10390
three seasons	10391
three seasons at Guingamp	10392
three seasons at Lorient	10393
three seasons at Paris Saint-Germain	10394
three separate clubs	10395
three series	10396
three times	10397
three times in 1945–1947	10398
three touchdowns	10399
three walks	10400
three years	10401
three-time All-American at UCLA	10402
three-time All-Australian	10403
three-time All-City selection at Detroit Pershing High School	10404
three-time All-Ivy League selection	10405
three-time All-NBA Second Team	10406
three-time All-WCAL selection	10407
three-time NPB All-Star	10408
three-time Olympic medalist	10409
three-time Team USA representative	10410
through 1950	10411
through 2001	10412
through Advisory Committees on Intelligent Transportation and Travel Modeling	10413
through Advisory Committees on Transportation Statistics	10414
throughout Central Massachusetts	10415
throughout Europe	10416
throughout Far East	10417
throughout Mindanao	10418
throughout the 1990s	10419
throughout the United States	10420
tight ends coach for Detroit Lions	10421
time at Celtic	10422
time spent with Airdrieonians	10423
time with Sydney Olympic	10424
tireless constituency work on behalf of constituents in East Antrim	10425
title of Honorary Kisei	10426
title of Honorary Meijin	10427
title role	10428
to Chicago Cubs	10429
to Inter Milan	10430
to become head coach of Oswego State	10431
to prepare for another round of shooting	10432
to remain in politics in 1986	10433
to strengthen party's links with British Liberal Party	10434
toll bridge across Allegheny River	10435
tomb of Christ	10436
took hat-trick at Lord's	10437
top 10 in field goal percentage	10438
top 10 in gross punting average	10439
top 10 in net punting average	10440
top contributor to team's successful 2013-14 season	10441
top contributor to team's successful 2014-15 season	10442
top defensive outfielders	10443
top naval ace of the campaign	10444
top scorer	10445
top-ranked junior player in the United States	10446
torts	10447
touring South Africans	10448
touring keyboardist in Aldo Nova's backing band	10449
touring member	10450
tournament appearance in second season under George Roll	10451
town in southern Israel	10452
town of Abiriba	10453
trade union official	10454
trademark operations	10455
trademark use of sandstone rock features	10456
traditional Liberal supporters	10457
traditional pro-style dropback passer	10458
traditional tailoring skills with innovative design	10459
training run at the Whistler Sliding Centre	10460
training run for the 2010 Winter Olympics	10461
training run prior to the 2010 Winter Olympics in Vancouver	10462
transcontinental railway	10463
translator	10464
transportation planner	10465
transportation projects	10466
transportation system management and operations	10467
treasurer in 1892	10468
treasurer of fledgling company	10469
treatise on navigation	10470
tremendous league players	10471
tremendous talent of Fei-Ping Hsu	10472
tribe of hunter-gatherers	10473
trilobites from Devonian and Silurian age	10474
triple jump	10475
true	10476
true origin	10477
trumpet player	10478
trumpeter with United States Army Field Band	10479
try in 1985 grand final	10480
tutor of Sonam Gyatso	10481
twelve	10482
twelve Olympic medals	10483
twelve aerial victories	10484
twelve division titles	10485
twelve others	10486
twelve studio albums	10487
twelve-man 1968 Olympic trials team	10488
twelve-time Olympic medalist	10489
twenty-six hours after being shot	10490
twenty-six year perfect safety record in rock climbing	10491
twenty-two years as co-regent to Hatshepsut	10492
twice	10493
twice second team	10494
two	10495
two Association Best and Fairest awards	10496
two BAFTA awards	10497
two EPs	10498
two EPs in 2009	10499
two FA Community Shields with Arsenal	10500
two Scottish Cups	10501
two Scottish Cups at Celtic	10502
two Scottish League Cups with Celtic	10503
two Scottish League titles	10504
two Scottish Premier League titles at Celtic	10505
two Tests for South Africa	10506
two World Championships gold medals	10507
two World Cup gold medals	10508
two albums	10509
two albums before splitting up in 2003	10510
two albums in the 1970s	10511
two birth children	10512
two children	10513
two children by Barbara Wentworth	10514
two countries from the former Soviet Union	10515
two early novels	10516
two events	10517
two factions	10518
two hours away by ferry from Suðuroy	10519
two league championships with Galatasaray	10520
two matches on 1931 Ryder Cup team	10521
two no-hitters	10522
two nominations at the 2015 Nigeria Entertainment Awards	10523
two other sergeants	10524
two preadolescent children	10525
two regular season titles at Clarkson	10526
two seasons	10527
two seasons as defensive backs coach for Philadelphia Eagles	10528
two seasons as special teams coach for Philadelphia Eagles	10529
two seasons at Lorient	10530
two seasons at Preston North End	10531
two seasons at Tours	10532
two seasons for San Diego Chargers	10533
two series of The Brief	10534
two solo albums	10535
two straight NCAA Tournament second-round appearances	10536
two straight Patriot League championships	10537
two terms in the United States House of Representatives	10538
two tournament titles at Clarkson	10539
two violin concertos	10540
