head	tail	relation
Makdee	Critics' Week (Spotlight on India) section at the 2003 Cannes Film Festival	festival screening
Horrors of Spider Island	Ein Toter hing im Netz	English title
Horrors of Spider Island	A Dead One Hung in the Web	translation of title
Horrors of Spider Island	1960 West German horror film	instance of game
Horrors of Spider Island	Fritz Böttger	director
Horrors of Spider Island	Fritz Böttger	original screenplay author
Horrors of Spider Island	Gaston Hakim	producer
Horrors of Spider Island	Wolf C. Hartwig	producer
Horrors of Spider Island	Rapid-Film/Intercontinental Filmgesellschaft	production
Horrors of Spider Island	Alexander D'Arcy	cast member
Alexander D'Arcy	a talent agent	employment role
Alexander D'Arcy	invites several girls to a club in Singapore	action taken during
Alexander D'Arcy and the women	an island	travels to
Alexander D'Arcy and the women	a larger spider web	discovered
Alexander D'Arcy	A giant spider	attacked by
Alexander D'Arcy	a mutant	is converted to
Awara Paagal Deewana	आवारा पागल दीवाना	English title
Awara Paagal Deewana	2002 Indian Hindi action comedy film	instance of game
Awara Paagal Deewana	Vikram Bhatt	director
Awara Paagal Deewana	Anu Malik	composer
Awara Paagal Deewana	Sameer	lyricist
Dova Haw	Crab Island	alias
Dova Haw	small islet	instance of game
Dova Haw	Islands of Furness	part of
Dova Haw	small tidal island	instance of game
Dova Haw	Barrow Island	distance from
Dova Haw	Walney Island	distance from
Dova Haw	Barrow-in-Furness	located beside
Dova Haw	oil lamp lighthouse	have had
oil lamp lighthouse	stone	made with
oil lamp lighthouse foundations	still visible	status
Crab Island people	crab fishing there	activity
Nostie	Scottish Gaelic: "Ceann na Mòna"	alias
Nostie	small remote hamlet	instance of game
Nostie	Nostie Bay	located on
Nostie Bay	inlet	instance of game
Nostie Bay	Scottish Highlands	location of
Nostie	Highland	location of
Nostie	Eilean Donan Castle	located beside
Eilean Donan Castle	popular tourist attraction	instance of game
Tourism in Benin	small industry	instance of game
Benin	high concentration of tourist attractions	have had
Benin's national parks	main tourist attractions	instance of game
Benin's culture	main tourist attraction	instance of game
Abomey	Benin's main tourist attractions	instance of game
Abomey palaces	1982	designated World Heritage Site in
Porto Novo	museums and architecture	attracts visitors from
Little Cumbrae Castle	Allimturrail	located on
Little Cumbrae Castle	Castle Island	located on
Allimturrail	the noble's tower	location of
Castle Island	small tidal island	instance of game
Castle Island	East Coast of Little Cumbrae	located in the sea
Castle Island	Firth of Clyde	located in administrative territorial entity
St Patrick's Isle	Manx: "Ynnys Pherick"	has alternative name
St Patrick's Isle	small tidal island	instance of game
St Patrick's Isle	Isle of Man in the Irish Sea	located in administrative territorial entity
St Patrick's Isle	Peel Castle	contains
St Patrick's Isle	attractive and relatively well preserved historic castle ruins	notable for
United States v. Darby Lumber Co.	312 U.S. 100 (1941)	citation
Fair Labor Standards Act of 1938	United States v. Darby Lumber Co.	upheld by
United States Congress	Commerce Clause	authorized by
United States Congress	employment conditions	regulated by
United States v. Darby Lumber Co.	Hammer v. Dagenhart 247 U.S. 251 (1918)	overturned
United States v. Darby Lumber Co.	Carter v. Carter Coal Company 298 U.S. 238 (1936)	not limited to
United States v. Darby Lumber Co.	underlying legality of minimum wages	confirmed
West Coast Hotel Co. v. Parrish 300 U.S. 379 (1937)	underlying legality of minimum wages	established from
Monroe v. Pape	365 U.S. 167 (1961)	citation
Monroe v. Pape	United States Supreme Court case	instance of game
Monroe v. Pape	application of federal civil rights law to constitutional violations by city employees	considered as
Monroe v. Pape	42 U.S.C. § 1983 could be used to sue state officers who violated a plaintiff's constitutional rights	held
42 U.S.C. § 1983	statutory provision from 1871	instance of game
42 U.S.C. § 1983	United States civil rights law since Monroe v. Pape	center for
Supreme Court of the United States during Morrison Waite's tenure	unprecedented volume and frequency of criminal cases	spoken by
Morrison Waite	Supreme Court	term of office
106 criminal cases heard during Morrison Waite's tenure	cases heard from creation to Waite's appointment	has quantity related to
"United States v. Cruikshank" (1875)	Morrison Waite	period of tenure
"United States v. Reese" (1875)	Morrison Waite	period of tenure
"Reynolds v. United States" (1878)	Morrison Waite	period of tenure
"Wilkerson v. Utah" (1879)	Morrison Waite	period of tenure
"Trade-Mark Cases" (1879)	Morrison Waite	period of tenure
"Strauder v. West Virginia" (1880)	Morrison Waite	period of tenure
"Pace v. Alabama" (1883)	Morrison Waite	period of tenure
"United States v. Harris" (1883)	Morrison Waite	period of tenure
The Billion-Dollar Molecule	Barry Werth	author
The Billion-Dollar Molecule	Vertex Pharmaceuticals	subject of
Vertex Pharmaceuticals	1989	date of inception
Vertex Pharmaceuticals	Joshua Boger	founder
Vertex Pharmaceuticals	rational drug design	strategy used
rational drug design	techniques based on combinatorial chemistry	compared to
Barry Werth	American author and journalist	occupation
The New York Times	Barry Werth	publication featuring work by
The New Yorker	Barry Werth	publication featuring work by
GQ	Barry Werth	publication featuring work by
Smithsonian	Barry Werth	publication featuring work by
MIT Technology Review	Barry Werth	publication featuring work by
Smith College	Barry Werth	teaches
Mount Holyoke College	Barry Werth	teaches
Boston University	Barry Werth	teaches
Weekend	long-running Canadian magazine and newspaper supplement	instance of game
Montreal Standard	1905	publication time
Montreal Standard	weekly newspaper	instance of game
The Standard	1951	publication time
The Standard	magazine format	instance of game
Weekend Picture Magazine	Montreal Star	part of
Weekend Picture Magazine	eight other local newspapers across Canada	part of
Weekend	rotogravure process	printing method
Weekend	features writing	contains
Weekend	cultural and entertainment reporting	contains
Weekend	Doug Wright	creator associated with
Weekend	colour advertising and photographs	contains
Weekend	recipes	contains
Weekend	the 1960s	peak time
Weekend	41 newspapers in the 1960s	distribution
Weekend	2.5 million in the 1960s	circulation
Weekend	largest circulation magazine in Canada	instance of game
Les Synthétistes	group of Belgian composers	instance of game
Les Synthétistes	synthetize the modern musical tendencies	aim of
modern musical tendencies	1925	start year of career
Les Synthétistes	Paul Gilson	educated at
Les Synthétistes	1925	established in
Les Synthétistes' first act	La Revue Musicale Belge	included in publication
Les Synthétistes	Belgian counterpart to the famous French composing group Les Six	intended purpose
Dactylis	Dactylis glomerata	taxonomic status
Dactylis glomerata	subspecific rank	taxonomic status
Dactylis	two species	has number of species
Dactylis	more species	has number of species
Dactylis	Macaronesia	species of
Festuca	genus of flowering plants	instance of game
Festuca	Pooideae	member of subgenus
Festuca	evergreen perennial tufted grasses	instance of game
Festuca	herbaceous perennial tufted grasses	instance of game
Festuca	10- units	height range
Festuca	cosmopolitan distribution	distribution
Festuca	every continent except Antarctica	occurs
Festuca	ryegrass (Lolium)	closely related to
Festuca	monophyly	has property
Festuca	monophyly	has property
Festuca	plant taxonomists	changed from
tall fescue	forage grass	instance of game
meadow fescue	forage grass	instance of game
tall fescue	Lolium	taxonomic rank
meadow fescue	Lolium	taxonomic rank
Sheep's fescue	species of grass	instance of game
Sheep's fescue	hard fescue	has alternative name
hard fescue	Festuca longifolia	has alternative name
Festuca ovina	hard fescue	has alternative name
Festuca gigantea	plant species in the Poaceae	instance of game
Festuca gigantea	giant fescue	has alternative name
Festuca gigantea	Festuca subgenus Schedonorus	part of
members of Lolium	members of Festuca subgenus Schedonorus	synonym
members of Festuca subgenus Schedonorus	Lolium species	can produce fertile hybrids with
Lolium giganteum	Festuca gigantea	has version replaced by
Schedonorus giganteus	Festuca gigantea	synonym
Sources	which placement is more acceptable	has qualifier
Festuca gautieri	species of flowering plant	instance of game
Festuca gautieri	the Pyrenees	native to the area
Festuca gautieri	commonly cultivated evergreen perennial	instance of game
Festuca gautieri	commonly cultivated semi-evergreen perennial	instance of game
Festuca gautieri	rock gardens	for use with
Festuca gautieri	spiky fescue	is named
2008 Cleveland Browns season	the team's 60th season as a professional sports franchise	statement not made
2008 Cleveland Browns season	its 56th season as a member of the National Football League (NFL)	statement not made
2008 Cleveland Browns season	4–12 record	record held by
2008 Cleveland Browns season	the playoffs	did not participate in
2008 season	fourth year	coach tenure
2008 season	final year	coach tenure
Cleveland Browns	Cleveland Browns Stadium	venue for game played by
2008 season	24 consecutive quarters	streak of quarters without scoring a touchdown
Cleveland Browns	seventh straight season from 2008	number of seasons played
2007 Cleveland Browns season	the team's 59th season as a professional sports franchise	statement not made
2007 Cleveland Browns season	its 55th season as a member of the National Football League (NFL)	statement not made
2007 season	4–12 record from the 2006 season	record to improve upon
2006 season	fourth place	ranking
2007 season	many injuries that plagued the team throughout the 2006 season	injury sustained
Cleveland Browns	Romeo Crennel	head coach
Cleveland Browns Stadium	Cleveland Browns	located in venue
2011 Cleveland Browns season	the team's 63rd season as a professional sports franchise	is described as
2011 Cleveland Browns season	its 59th season as a member of the National Football League (NFL)	is described as
Cleveland Browns	2010 season	succeeded by
2010 season	a record of 5–11	record held by
2010 season	third in the AFC North	conference standing
2011 season	Week 14	playoff elimination round
2011 season	Mike Holmgren	first season
2011 season	Tom Heckert	first season
2011 season	Pat Shurmur	first season under leadership of
Cleveland Browns Stadium	Cleveland Browns	located in venue
2010 Cleveland Browns season	the team's 62nd season as a professional sports franchise	is described as
2010 Cleveland Browns season	its 58th season as a member of the National Football League (NFL)	is described as
2010 team	the longest playoff appearance drought in franchise history	losing streak in first 13 games
The Smoke (TV series)	British television series	instance of game
The Smoke (TV series)	Sky1	network
The Smoke (TV series)	20 February 2014	publication time
The Smoke (TV series)	Lucy Kirkwood	writer
The Smoke (TV series)	Jamie Bamber	cast member
The Smoke (TV series)	Taron Egerton	cast member
The Smoke (TV series)	Jodie Whittaker	cast member
The Smoke (TV series)	Rhashan Stone	cast member
Kingsman: The Golden Circle	2017 film	instance of game
Kingsman: The Golden Circle	Matthew Vaughn	producer
Kingsman: The Golden Circle	Matthew Vaughn	director
Kingsman: The Golden Circle	Matthew Vaughn	writer
Kingsman: The Golden Circle	Jane Goldman	writer
Kingsman: The Golden Circle	Kingsman: The Secret Service	follows
Kingsman: The Secret Service	Kingsman	is based on
Kingsman	Dave Gibbons	creator associated with
Kingsman	Mark Millar	creator associated with
Kingsman: The Golden Circle	Colin Firth	cast member
Kingsman: The Golden Circle	Taron Egerton	cast member
Kingsman: The Golden Circle	Mark Strong	cast member
Kingsman: The Golden Circle	Edward Holcroft	cast member
Kingsman: The Golden Circle	Sophie Cookson	cast member
Kingsman: The Golden Circle	Hanna Alström	cast member
Kingsman: The Golden Circle	Julianne Moore	cast member
Kingsman: The Golden Circle	Halle Berry	cast member
Kingsman: The Golden Circle	Pedro Pascal	cast member
Kingsman: The Golden Circle	Elton John	cast member
Kingsman: The Golden Circle	Channing Tatum	cast member
Kingsman: The Golden Circle	Jeff Bridges	cast member
Kingsman: The Golden Circle	members of Kingsman	plot
Statesman	Kingsman	has partner organization
Statesman	American counterpart	is described as
world	new threat	threat
Empire Award for Best Male Newcomer	Empire Award	instance of game
Empire Award for Best Male Newcomer	British film magazine "Empire"	presented in
Empire Award for Best Male Newcomer	actor	honored with
actor	breakthrough performance	achieved by
actor	film industry	field of work
Empire Award for Best Male Newcomer	two ongoing awards	is one of
two ongoing awards	17th Empire Awards ceremony	first introduced at
17th Empire Awards ceremony	2012	publication time
two ongoing awards	Best Female Newcomer	includes
Tom Hiddleston	Thor	received award for work in
Sex & Sensibility	RTÉ television series	instance of game
Sex & Sensibility	changing attitudes to sex in Ireland	main topic
Sex & Sensibility	Simon Delaney	presenter of television program
Sex & Sensibility	Imogen Murphy	director
Sex & Sensibility	Dublin	filmed using
Sex & Sensibility	April and May 2008	filming period
Sex & Sensibility	June and July 2008	broadcast time
Doctor Who: The Commentaries	radio documentary series	instance of game
Doctor Who: The Commentaries	Doctor Who	main topic
Doctor Who: The Commentaries	BBC 7	broadcast on
Doctor Who: The Commentaries	6.30 pm on Sundays	time at number one
Doctor Who: The Commentaries	12.30 am on Monday mornings	time at number one
Doctor Who: The Commentaries	BBC 7 website	available via
Doctor Who: The Commentaries	BBC iPlayer	available via
Doctor Who: The Commentaries	BBC 7's 7th Dimension strand	series
Extended versions of each episode of Doctor Who: The Commentaries	podcast	format
Extended versions of each episode of Doctor Who: The Commentaries	music	is part of album
Banana	British television series	instance of game
Banana	Russell T Davies	creator associated with
Banana	E4	network
Banana	Cucumber	sister team
Banana	Tofu	sister team
Banana	LGBT youth in Manchester	subject of
Banana	Cucumber narrative	narrative setting
Banana	anthology series	instance of game
Banana	wider LGBT spectrum	subject of
Banana	GLAAD Media Award for Outstanding TV Movie or Limited Series	nomination received
City Central	British television police procedural drama series	instance of game
City Central	Tony Jordan	creator associated with
City Central	BBC One	network
City Central	4 April 1998 and 19 June 2000	broadcast time
City Central	a small number of CID officers	contains item
the third and final series	a small number of CID officers in City Central	saw a reduction in
The Bill	Tony Jordan	focus
Goalmouth	British television series	instance of game
Goalmouth	football	subject of
Goalmouth	12 May 2011	premiere date
Goalmouth	Disney XD in the United Kingdom and Ireland	broadcast capability
Goalmouth	first original series produced by Disney XD	instance of game
Disney XD	a second series of Goalmouth	commissioned
Suburban East Conference (Minnesota)	Minnesota State High School League conference	instance of game
Cretin-Derham Hall High School	Suburban East Conference (Minnesota)	member of
East Ridge High School	Suburban East Conference (Minnesota)	member of
Forest Lake Area High School	Suburban East Conference (Minnesota)	member of
Hastings High School (Minnesota)	Suburban East Conference (Minnesota)	member of
Mounds View High School	Suburban East Conference (Minnesota)	member of
Park High School	Suburban East Conference (Minnesota)	member of
Roseville Area High School	Suburban East Conference (Minnesota)	member of
Stillwater Area High School	Suburban East Conference (Minnesota)	member of
White Bear Lake Area High School	Suburban East Conference (Minnesota)	member of
Woodbury High School	Suburban East Conference (Minnesota)	member of
Suburban East Conference (Minnesota)	30 interscholastic sports	offers
Suburban East Conference (Minnesota)	14 Fine Arts activities	offers
Cretin-Derham Hall High School	newest school in the conference	notable for
Cretin-Derham Hall High School	single private school in the conference	notable for
Minnesota State High School Mathematics League	premier high school mathematics league in the state of Minnesota	description
Minnesota State High School Mathematics League	1980	inception date
Minnesota State High School Mathematics League	Wayne Roberts	founder
Wayne Roberts	Macalester College professor	occupation
Minnesota State High School Mathematics League	five statewide tournaments per year	activity
five statewide tournaments per year	November through February	time period
Minnesota State High School Mathematics League	a state tournament	activity
a state tournament	March	time period
Gustavus Adolphus College	1862	inception date
Gustavus Adolphus College	Swedish Americans	founded by
Gustavus Adolphus College	Evangelical Lutheran Church in America	religious organization affiliation
Gustavus Adolphus College	Swedish heritage	heritage
Gustavus Adolphus College	Lutheran heritage	heritage
annual Nobel Conference	premier event on Gustavus Adolphus College campus	instance of game
annual Nobel Conference	Nobel Laureates	features
annual Nobel Conference	other scholars	features
Gustavus Adolphus College	U.S. News & World Report in 2015 (64th)	accredited by
Gustavus Adolphus College	Payscale in 2016-17 (No. 38)	accredited by
Luther College (Iowa)	private coeducational liberal arts college	instance of game
Luther College (Iowa)	1861	founded in
Panicum mosaic satellite virus	plant satellite virus	instance of game
Panicum mosaic satellite virus	grasses infected by Panicum mosaic virus	infects
Stenotaphrum secundatum	72%	infects
satellite RNAs	plants infected with panicum mosaic virus	infects
Populus Genome Integrative Explorer	integrated set of tools	instance of game
Populus Genome Integrative Explorer	the genome and transcriptome of the model plant system Populus	analyzes
Panicum turgidum	old world clumping desert bunchgrass	instance of game
Panicum turgidum	Panicum	genus
Panicum turgidum	arid regions across Africa and Asia	habitat
Panicum turgidum	other parts of the world	introduced to
Panicum lycopodioides	false club-moss panic grass	is named
Panicum lycopodioides	panic faux-lycopode	French name
Panicum lycopodioides	the French island of Réunion	inhabited by
Panicum lycopodioides	high altitudes on the island	found in
high altitudes on the island	over 2000 m (6700 feet)	elevation
Piton des Neiges	highest point on the island	elevation
Piton des Neiges	3069 m (10,230 feet)	elevation
Panicum lycopodioides	full sun-light	growth rate
Panicum lycopodioides	a cold climate	growth rate
Panicum capillare	witchgrass	is named
Panicum capillare	grass	instance of game
Panicum capillare	most of North America	native to the area
Panicum capillare	Eurasia	found in
Panicum capillare	gardens and landscaped areas	found in
Panicum capillare	many types of habitat	habitat
The Floridian highlands freshwater marsh	wetland community	instance of game
The Floridian highlands freshwater marsh	the Florida peninsula	located on
The Floridian highlands freshwater marsh	shallow peat-filled valleys	found in
The Floridian highlands freshwater marsh	the basins of dried lakes	found in
The Floridian highlands freshwater marsh	the borders of existing lakes	found in
The vegetation mosaic	a range of mostly herbaceous plant communities	includes
The vegetation mosaic	water depth	varies among
Deep water	various submerged and floating plants	supports
Approximately meter-deep	emergent herbaceous perennials	supports
emergent herbaceous perennials	bulrush ("Typha latifolia")	subgenre of
emergent herbaceous perennials	pickerelweed ("Pontederia cordata")	subgenre of
emergent herbaceous perennials	American lotus ("Nelumbo lutea")	subgenre of
Shallow areas only submerged during wet season	more graminoid vegetation	supports
Rubén Amaro Jr.	American former professional baseball player	instance of game
Rubén Amaro Jr.	General Manager	instance of game
Boston Red Sox	Rubén Amaro Jr.	first coaching year
Rubén Amaro Jr.	2016 season	position
Rubén Amaro Jr.	is his	first coaching job
Rubén Amaro Jr.	outfielder	position
Rubén Amaro Jr.	1991 to 1998	career length
Pat Gillick	Rubén Amaro Jr.	succeeded by
Rubén Amaro Jr.	Rubén Amaro Sr.	child of
Rubén Amaro Sr.	former Major League Baseball player	instance of game
Otha Bailey	American baseball player in the Negro Leagues	instance of game
Otha Bailey	catcher	position
Birmingham Black Barons	Otha Bailey	player for
Chattanooga Choo-Choos	Otha Bailey	player for
Cleveland Buckeyes	Otha Bailey	player for
Houston Eagles	Otha Bailey	member of sports team
New Orleans Eagles	Otha Bailey	member of sports team
Otha Bailey	1949 to 1959	time of activity
Otha Bailey	Little Catch	nickname derived from
Jay Hanna "Dizzy" Dean	Jerome Herman Dean	also known as
Jay Hanna "Dizzy" Dean	American professional baseball player	instance of game
Jay Hanna "Dizzy" Dean	pitcher	position
St. Louis Cardinals	Jay Hanna "Dizzy" Dean	member of sports team
Chicago Cubs	Jay Hanna "Dizzy" Dean	member of sports team
St. Louis Browns	Jay Hanna "Dizzy" Dean	member of sports team
Jay Hanna "Dizzy" Dean	last National League pitcher to win 30 games in one season	achievement
Jay Hanna "Dizzy" Dean	popular television sports commentator after his playing career	occupation
Baseball Hall of Fame	Jay Hanna "Dizzy" Dean	member
Baseball Hall of Fame	Jay Hanna "Dizzy" Dean	induction year
Cardinals team Hall of Fame	Jay Hanna "Dizzy" Dean	member
Tom Clancy's Net Force Explorers: Duel Identity	series of young adult novels	instance of game
Tom Clancy's Net Force Explorers: Duel Identity	Tom Clancy and Steve Pieczenik	creator associated with
Tom Clancy's Net Force Explorers: Duel Identity	Tom Clancy's Net Force	spin off
Tom Clancy's Net Force Explorers: Duel Identity	Net Force Explorers	alias
Tom Clancy's Net Force Explorers: Death Match	series of young adult novels	instance of game
Tom Clancy's Net Force Explorers: Death Match	Tom Clancy and Steve Pieczenik	creator associated with
Tom Clancy's Net Force Explorers: Death Match	Tom Clancy's Net Force	spin off
Tom Clancy's Net Force Explorers: Death Match	Net Force Explorers	alias
Tom Clancy's Net Force Explorers: High Wire	series of young adult novels	instance of game
Tom Clancy's Net Force Explorers: High Wire	Tom Clancy and Steve Pieczenik	creator associated with
Tom Clancy's Net Force Explorers: High Wire	Tom Clancy's Net Force	spin off
Tom Clancy's Net Force Explorers: High Wire	Net Force Explorers	alias
Tom Clancy's Net Force Explorers: Safe House	series of young adult novels	instance of game
Tom Clancy's Net Force Explorers: Safe House	Tom Clancy and Steve Pieczenik	creator associated with
Tom Clancy's Net Force Explorers: Safe House	Tom Clancy's Net Force	spin off
Tom Clancy's Net Force Explorers: Safe House	Net Force Explorers	has alternative name
Tom Clancy's Net Force Explorers: Cold Case	young adult novel	instance of game
Tom Clancy's Net Force Explorers: Cold Case	Bill McCay	author
Tom Clancy's Net Force Explorers: Cold Case	Tom Clancy's Net Force Explorers	part of the series
Tom Clancy's Net Force Explorers: Cold Case	Tom Clancy and Steve Pieczenik	creator associated with
Tom Clancy's Net Force Explorers: Gameprey	series of young adult novels	instance of game
Tom Clancy's Net Force Explorers: Gameprey	Tom Clancy and Steve Pieczenik	creator associated with
Tom Clancy's Net Force Explorers: Gameprey	Tom Clancy's Net Force	spin off
Tom Clancy's Net Force Explorers: Gameprey	Net Force Explorers	has alternative name
Tom Clancy's Net Force Explorers: Deathworld	series of young adult novels	instance of game
Tom Clancy's Net Force Explorers: Deathworld	Tom Clancy and Steve Pieczenik	creator associated with
Tom Clancy's Net Force Explorers: Deathworld	Tom Clancy's Net Force	spin off
Tom Clancy's Net Force Explorers: Deathworld	Net Force Explorers	has alternative name
Tom Clancy's Net Force Explorers: Private Lives	series of young adult novels	instance of game
Castle of Simancas	Simancas Castle	alias
Castle of Simancas	fortified complex	instance of game
Castle of Simancas	the center of town	location of
current archive of Simancas	Castle of Simancas	is located
Fort Bard	Bard Fort	alias
Fort Bard	Forte di Bard	alias
Fort Bard	Fort de Bard	alias
Fort Bard	fortified complex	instance of game
Fort Bard	the 19th century	inception
Fort Bard	the House of Savoy	founder
Fort Bard	a rocky prominence above Bard	location of
Bard	town	instance of game
Bard	"comune"	instance of game
Bard	Aosta Valley region of northwestern Italy	located in administrative district
Fort of Exilles	Forte di Exilles	alias
Fort of Exilles	fortified complex	instance of game
Fort of Exilles	the defensive line between the House of Savoy lands and France	part of
Fort of Exilles	House of Savoy lands	location administrative region
Fort of Exilles	Kingdom of Italy	located in administrative territorial entity
Fort of Exilles	France	location administrative region
Fort of Exilles	a spur commanding one of the narrowest sections of the Susa Valley	location described
Fort of Exilles	the main road connecting Turin to France	location described
York Castle	fortified complex	instance of game
York Castle	the last nine centuries	period of construction
York Castle	the south side of the River Foss	location described
Clifford's Tower	the now-ruinous keep of the medieval Norman castle	instance of game
York Castle	William I	founder
York Castle	to dominate the former Viking city of York	intended purpose
York Castle	a tumultuous early history	historically associated with
York Castle	a major fortification with extensive water defences	developed in
York Castle	jail and prison	function
York Castle	1929	end of
major explosion in 1684	remaining military defences uninhabitable	achieved result
York Castle	major explosion in 1684	status
Azov Fortress	Azovskaya krepost	has alternative name
Azov Fortress	fortified complex	instance of game
Azov Fortress	Don River	located on body of water
Azov Fortress	Port of Azov	located on body of water
Azov Fortress	rampart	part of
Azov Fortress	watchtowers	part of
Azov Fortress	gates	part of
Harry S Truman Birthplace State Historic Site	state-owned property	instance of game
Missouri Department of Natural Resources	Harry S Truman Birthplace State Historic Site	manager
Harry S Truman Birthplace State Historic Site	1 1/2-story childhood home of Harry S. Truman	preserved by
Harry S. Truman	33rd President of the United States	title for
Harry S. Truman	downstairs southwest bedroom	place of birth
home	1957	acquisition date
home	1959	scheduled opening date
Harry S. Truman	dedication ceremony	participant in
Japanese Instrument of Surrender	written agreement	instance of game
Japanese Instrument of Surrender	surrender of the Empire of Japan	formalizes
surrender of the Empire of Japan	World War II	end of
Japanese Instrument of Surrender	Empire of Japan	signed by
Japanese Instrument of Surrender	United States of America	signed by
Japanese Instrument of Surrender	Republic of China	signed by
Japanese Instrument of Surrender	United Kingdom of Great Britain and Northern Ireland	signed by
Japanese Instrument of Surrender	Union of Soviet Socialist Republics	signed by
Japanese Instrument of Surrender	Commonwealth of Australia	signed by
Japanese Instrument of Surrender	Dominion of Canada	signed by
Japanese Instrument of Surrender	Provisional Government of the French Republic	signed by
Japanese Instrument of Surrender	Kingdom of the Netherlands	signed by
Japanese Instrument of Surrender	Dominion of New Zealand	signed by
Japanese Instrument of Surrender	USS Missouri	place of signing
Japanese Instrument of Surrender	Tokyo Bay	location of
David Rice Atchison	mid-19th century Democratic United States Senator	instance of game
David Rice Atchison	Senator from Missouri	political position
David Rice Atchison	President pro tempore of the United States Senate	position held
David Rice Atchison	six years	term of office
David Rice Atchison	major general in the Missouri State Militia	rank determined on
David Rice Atchison	1838	year of military service
David Rice Atchison	Missouri's Mormon War	participant in
David Rice Atchison	Confederate brigadier general	position held
David Rice Atchison	American Civil War	participated in
David Rice Atchison	Major General Sterling Price	rank determined on
David Rice Atchison	Missouri Home Guard	member of
David Rice Atchison	questionable claim	notable for
Karl Brill	American football player	instance of game
Karl Brill	tackle	position
Karl Brill	Harvard Crimson football team	member of sports team
Karl Brill	1904	year of athletic participation
Karl Brill	1905	year of athletic participation
Karl Brill	first-team All-American	award winner
Karl Brill	1905	year of award
Karl Brill	would not continue playing football	statement not made
Karl Brill	December 1905	date of statement
Karl Brill	I came to Harvard to get a degree as a mining engineer.	statement not made
Karl Brill	For the last two years 'Varsity football has played havoc with my studies.	statement not made
Karl Brill	Already I have been forced to drop work in my freshman and sophomore years.	statement not made
Karl Brill	It's either play football and fail to get a degree or abandon the gridiron and get a degree.	statement not made
Karl Brill	moral grounds	criticized for
Karl Brill	the human body was not mean to withstand the strain that football demands	statement not made
Karl Brill	I don't believe the game is right.	statement not made
Karl Brill	I dislike it on moral grounds.	statement not made
Karl Brill	It is a mere gladiatorial combat.	statement not made
Karl Brill	It is brutal throughout.	statement not made
Chris Rubio	American trainer of long snappers in American football	instance of game
Chris Rubio	high school long snappers	field of work
Chris Rubio	high school long snappers for college football programs	analyzes
Rubio’s Long Snapping camp	the longest running in the nation	description
Chris Rubio	over 500 long snappers play football in college and the NFL	helps
Chris Rubio	12 years	time of activity
Chris Rubio	Chris Sailer	collaboration
Chris Sailer Kicking	placekickers and punters	provides service for
Chris Rubio	Chris Sailer	collaboration
Joseph Cale Gundy	former American football quarterback	instance of game
Joseph Cale Gundy	Oklahoma Sooners	sports team
Joseph Cale Gundy	1990	chairman start time
Joseph Cale Gundy	1993	end of
Joseph Cale Gundy	Delta Tau Delta International Fraternity	member of
Joseph Cale Gundy	Assistant Head Coach	position held
Joseph Cale Gundy	running backs for 16 years at Oklahoma	coach of
New Hampshire Route 118	NH 118	abbreviation
New Hampshire Route 118	secondary north–south highway	instance of game
New Hampshire Route 118	37.003 mi	length
NH 118	Woodstock	terminus A
Woodstock	White Mountains Region	located in administrative territorial entity
NH 118	Canaan	terminus B
Canaan	Upper Valley region	located in administrative territorial entity
Connecticut Route 118	state highway	instance of game
Connecticut Route 118	northwestern Connecticut	is located
Connecticut Route 118	borough of Litchfield	terminus A
Connecticut Route 118	village of East Litchfield	runs through
Connecticut Route 118	town center of Harwinton	terminus B
Connecticut Route 118	scenic road	instance of game
section from Litchfield green to East Litchfield	2.8 mi	length
section from Litchfield green to East Litchfield	scenic road	designated as
section within Harwinton town center	0.1 mi	length
section within Harwinton town center	scenic road	official designation
Ohio State Route 118	SR 118	abbreviation
Ohio State Route 118	north–south state highway	instance of game
Ohio State Route 118	55.30 mi	length
Ohio State Route 118	western Ohio	is located
Ohio State Route 118	Greenville	terminus
Ohio State Route 118	Van Wert	terminus
SR 118	Darke County	route runs through
SR 118	Mercer County	route runs through
SR 118	Van Wert County	route runs through
SR 118	Ansonia	route crossed by
SR 118	St. Henry	route crossed by
SR 118	Rossburg	route crossed by
SR 118	Ohio City	route crossed by
Coldwater	SR 118	route crossed by
Rockford	SR 118	route crossed by
Eldora Speedway	SR 118	route served by
Eldora Speedway	clay oval racetrack	instance of game
Eldora Speedway	Tony Stewart	owner
SR 118 northern terminus	junction with U.S. Route 127 in Van Wert	end location
California State Route 118	state highway	instance of game
California State Route 118	U.S. state of California	located in the administrative territorial entity
California State Route 118	west to east	direction of movement
California State Route 118	Ventura county	located in administrative district
Schwarz und weiß wie Tage und Nächte	Black and White Like Day and Night	English title
Schwarz und weiß wie Tage und Nächte	West German film	instance of game
Schwarz und weiß wie Tage und Nächte	1978	publication time
Schwarz und weiß wie Tage und Nächte	Wolfgang Petersen	director
Schwarz und weiß wie Tage und Nächte	Bruno Ganz	cast member
Wings of Desire	Der Himmel über Berlin	original title
Der Himmel über Berlin	The Heavens Over Berlin	translation
Wings of Desire	romantic fantasy film	instance of game
Wings of Desire	1987	publication time
Wings of Desire	Wim Wenders	director
Berlin	densely populated	has quality
many of the people in Berlin	isolated or estranged from their loved ones	situation
One of the angels	Bruno Ganz	plays
The angel	to become mortal	action taken during
The angel chooses to become mortal	the angel can experience human sensory pleasures	cause
